id,id_user,description,external_url,image,name,value
1,1,My NFT 1,https://github.com/codingLords,https://i.gyazo.com/d86e26ca5e770ffaadf4a718e6712870.png,Lord 1,1
2,2,My NFT 2,https://github.com/codingLords,https://i.gyazo.com/de5e092ac1326f345c4776ba6f3774a9.png,Lord 2,1
3,3,My NFT 3,https://github.com/codingLords,https://i.gyazo.com/ff7a928ac9a820ecd7979d68bef07305.png,Lord 3,1
4,999,My NFT 4,https://github.com/codingLords,https://i.gyazo.com/7fe3a824dd39d1a2d729e247a5732148.png,Lord 4,1
5,999,My NFT 5,https://github.com/codingLords,https://i.gyazo.com/8945fc21a71dab02f8c795f0204fc333.png,Lord 5,1
6,999,My NFT 6,https://github.com/codingLords,https://i.gyazo.com/eafb8e2b5f3ade8c15d67ffb298b2aa2.png,Lord 6,1
7,999,My NFT 7,https://github.com/codingLords,https://i.gyazo.com/aa2cbae5578a7b052ee54dbb9c8f50d5.jpg,Lord 7,1
8,999,My NFT 8,https://github.com/codingLords,https://i.gyazo.com/1bc775bf4cc63308333c2976ee9f5b1b.png,Lord 8,1
9,999,My NFT 9,https://github.com/codingLords,https://i.gyazo.com/c8573aee80f730bedf9567173ec77d44.png,Lord 9,1
10,999,My NFT 10,https://github.com/codingLords,https://i.gyazo.com/1747331eb9a3b7de6926afe66f631cc8.png,Lord 10,1
11,1,Swag NFT 1,https://github.com/codingLords,https://i.gyazo.com/f6dbcbc81ea85bc7c5ec5c0ee3e3525e.png,Swag NFT 1,1
12,2,Swag NFT 2,https://github.com/codingLords,https://i.gyazo.com/aa5e9e4d08728295663bc646d8ff5cdc.png,Swag NFT 2,1
13,3,Swag NFT 3,https://github.com/codingLords,https://i.gyazo.com/da19039ac145fdbb60ee7a2527e6cdde.png,Swag NFT 3,1
14,1,Crazy NFT 1,https://github.com/codingLords,https://i.gyazo.com/542eb14c971d634c37233359c388cddf.jpg,Crazy NFT 1,1
15,2,Crazy NFT 2,https://github.com/codingLords,https://i.gyazo.com/5967b7a2a61b538389eaa5744f4d0e85.jpg,Crazy NFT 2,1
16,3,Crazy NFT 3,https://github.com/codingLords,https://i.gyazo.com/de2c0920df914c2282f5d287c23411f6.jpg,Crazy NFT 3,1
17,1,Crunk NFT 1,https://github.com/codingLords,https://i.gyazo.com/bdbddb50508b7aadb51b895a822b254f.jpg,Crunk NFT 1,1
18,2,BRADDYBOY,https://github.com/codingLords,https://i.gyazo.com/a52e01a84c888aa41e14adbd96f516b1.jpg,BRADDYBOY,1
19,3,SEAN,https://github.com/codingLords,https://i.gyazo.com/421f1320982d3ca6899ae014a64c93ba.jpg,SEAN,1
20,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/f6dbcbc81ea85bc7c5ec5c0ee3e3525e.png,Crypto Casino 20,1
21,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/aa5e9e4d08728295663bc646d8ff5cdc.png,Crypto Casino 21,1
22,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/da19039ac145fdbb60ee7a2527e6cdde.png,Crypto Casino 22,1
23,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/542eb14c971d634c37233359c388cddf.jpg,Crypto Casino 23,1
24,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/5967b7a2a61b538389eaa5744f4d0e85.jpg,Crypto Casino 24,1
25,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de2c0920df914c2282f5d287c23411f6.jpg,Crypto Casino 25,1
26,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/bdbddb50508b7aadb51b895a822b254f.jpg,Crypto Casino 26,1
27,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/a52e01a84c888aa41e14adbd96f516b1.jpg,Crypto Casino 27,1
28,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/421f1320982d3ca6899ae014a64c93ba.jpg,Crypto Casino 28,1
29,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/d86e26ca5e770ffaadf4a718e6712870.png,Crypto Casino 29,1
30,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de5e092ac1326f345c4776ba6f3774a9.png,Crypto Casino 30,1
31,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/ff7a928ac9a820ecd7979d68bef07305.png,Crypto Casino 31,1
32,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/7fe3a824dd39d1a2d729e247a5732148.png,Crypto Casino 32,1
33,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/f6dbcbc81ea85bc7c5ec5c0ee3e3525e.png,Crypto Casino 33,1
34,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/aa5e9e4d08728295663bc646d8ff5cdc.png,Crypto Casino 34,1
35,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/da19039ac145fdbb60ee7a2527e6cdde.png,Crypto Casino 35,1
36,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/542eb14c971d634c37233359c388cddf.jpg,Crypto Casino 36,1
37,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/5967b7a2a61b538389eaa5744f4d0e85.jpg,Crypto Casino 37,1
38,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de2c0920df914c2282f5d287c23411f6.jpg,Crypto Casino 38,1
39,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/bdbddb50508b7aadb51b895a822b254f.jpg,Crypto Casino 39,1
40,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/a52e01a84c888aa41e14adbd96f516b1.jpg,Crypto Casino 40,1
41,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/421f1320982d3ca6899ae014a64c93ba.jpg,Crypto Casino 41,1
42,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/d86e26ca5e770ffaadf4a718e6712870.png,Crypto Casino 42,1
43,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de5e092ac1326f345c4776ba6f3774a9.png,Crypto Casino 43,1
44,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/ff7a928ac9a820ecd7979d68bef07305.png,Crypto Casino 44,1
45,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/7fe3a824dd39d1a2d729e247a5732148.png,Crypto Casino 45,1
46,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/f6dbcbc81ea85bc7c5ec5c0ee3e3525e.png,Crypto Casino 46,1
47,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/aa5e9e4d08728295663bc646d8ff5cdc.png,Crypto Casino 47,1
48,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/da19039ac145fdbb60ee7a2527e6cdde.png,Crypto Casino 48,1
49,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/542eb14c971d634c37233359c388cddf.jpg,Crypto Casino 49,1
50,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/5967b7a2a61b538389eaa5744f4d0e85.jpg,Crypto Casino 50,1
51,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de2c0920df914c2282f5d287c23411f6.jpg,Crypto Casino 51,1
52,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/bdbddb50508b7aadb51b895a822b254f.jpg,Crypto Casino 52,1
53,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/a52e01a84c888aa41e14adbd96f516b1.jpg,Crypto Casino 53,1
54,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/421f1320982d3ca6899ae014a64c93ba.jpg,Crypto Casino 54,1
55,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/d86e26ca5e770ffaadf4a718e6712870.png,Crypto Casino 55,1
56,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de5e092ac1326f345c4776ba6f3774a9.png,Crypto Casino 56,1
57,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/ff7a928ac9a820ecd7979d68bef07305.png,Crypto Casino 57,1
58,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/7fe3a824dd39d1a2d729e247a5732148.png,Crypto Casino 58,1
59,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/f6dbcbc81ea85bc7c5ec5c0ee3e3525e.png,Crypto Casino 59,1
60,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/aa5e9e4d08728295663bc646d8ff5cdc.png,Crypto Casino 60,1
61,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/da19039ac145fdbb60ee7a2527e6cdde.png,Crypto Casino 61,1
62,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/542eb14c971d634c37233359c388cddf.jpg,Crypto Casino 62,1
63,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/5967b7a2a61b538389eaa5744f4d0e85.jpg,Crypto Casino 63,1
64,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de2c0920df914c2282f5d287c23411f6.jpg,Crypto Casino 64,1
65,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/bdbddb50508b7aadb51b895a822b254f.jpg,Crypto Casino 65,1
66,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/a52e01a84c888aa41e14adbd96f516b1.jpg,Crypto Casino 66,1
67,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/421f1320982d3ca6899ae014a64c93ba.jpg,Crypto Casino 67,1
68,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/d86e26ca5e770ffaadf4a718e6712870.png,Crypto Casino 68,1
69,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de5e092ac1326f345c4776ba6f3774a9.png,Crypto Casino 69,1
70,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/ff7a928ac9a820ecd7979d68bef07305.png,Crypto Casino 70,1
71,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/7fe3a824dd39d1a2d729e247a5732148.png,Crypto Casino 71,1
72,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.imgur.com/oFbfXYP.png,Crypto Casino 72,1
73,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.imgur.com/Dyxy5vh.png,Crypto Casino 73,1
74,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.imgur.com/hUpezed.png,Crypto Casino 74,1
75,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/f6dbcbc81ea85bc7c5ec5c0ee3e3525e.png,Crypto Casino 75,1
76,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/aa5e9e4d08728295663bc646d8ff5cdc.png,Crypto Casino 76,1
77,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/da19039ac145fdbb60ee7a2527e6cdde.png,Crypto Casino 77,1
78,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/542eb14c971d634c37233359c388cddf.jpg,Crypto Casino 78,1
79,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/5967b7a2a61b538389eaa5744f4d0e85.jpg,Crypto Casino 79,1
80,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de2c0920df914c2282f5d287c23411f6.jpg,Crypto Casino 80,1
81,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/bdbddb50508b7aadb51b895a822b254f.jpg,Crypto Casino 81,1
82,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/a52e01a84c888aa41e14adbd96f516b1.jpg,Crypto Casino 82,1
83,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/421f1320982d3ca6899ae014a64c93ba.jpg,Crypto Casino 83,1
84,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/d86e26ca5e770ffaadf4a718e6712870.png,Crypto Casino 84,1
85,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de5e092ac1326f345c4776ba6f3774a9.png,Crypto Casino 85,1
86,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/ff7a928ac9a820ecd7979d68bef07305.png,Crypto Casino 86,1
87,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/7fe3a824dd39d1a2d729e247a5732148.png,Crypto Casino 87,1
88,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.imgur.com/Dyxy5vh.png,Crypto Casino 88,1
89,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.imgur.com/hUpezed.png,Crypto Casino 89,1
90,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.imgur.com/oFbfXYP.png,Crypto Casino 90,1
91,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/f6dbcbc81ea85bc7c5ec5c0ee3e3525e.png,Crypto Casino 91,1
92,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/aa5e9e4d08728295663bc646d8ff5cdc.png,Crypto Casino 92,1
93,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/da19039ac145fdbb60ee7a2527e6cdde.png,Crypto Casino 93,1
94,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/542eb14c971d634c37233359c388cddf.jpg,Crypto Casino 94,1
95,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/5967b7a2a61b538389eaa5744f4d0e85.jpg,Crypto Casino 95,1
96,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de2c0920df914c2282f5d287c23411f6.jpg,Crypto Casino 96,1
97,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/bdbddb50508b7aadb51b895a822b254f.jpg,Crypto Casino 97,1
98,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/a52e01a84c888aa41e14adbd96f516b1.jpg,Crypto Casino 98,1
99,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/421f1320982d3ca6899ae014a64c93ba.jpg,Crypto Casino 99,1
100,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/d86e26ca5e770ffaadf4a718e6712870.png,Crypto Casino 100,1
101,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de5e092ac1326f345c4776ba6f3774a9.png,Crypto Casino 101,1
102,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/ff7a928ac9a820ecd7979d68bef07305.png,Crypto Casino 102,1
103,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/7fe3a824dd39d1a2d729e247a5732148.png,Crypto Casino 103,1
104,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.imgur.com/hUpezed.png,Crypto Casino 104,1
105,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.imgur.com/oFbfXYP.png,Crypto Casino 105,1
106,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.imgur.com/Dyxy5vh.png,Crypto Casino 106,1
107,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/f6dbcbc81ea85bc7c5ec5c0ee3e3525e.png,Crypto Casino 107,1
108,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/aa5e9e4d08728295663bc646d8ff5cdc.png,Crypto Casino 108,1
109,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/da19039ac145fdbb60ee7a2527e6cdde.png,Crypto Casino 109,1
110,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/542eb14c971d634c37233359c388cddf.jpg,Crypto Casino 110,1
111,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/5967b7a2a61b538389eaa5744f4d0e85.jpg,Crypto Casino 111,1
112,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/de2c0920df914c2282f5d287c23411f6.jpg,Crypto Casino 112,1
113,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/bdbddb50508b7aadb51b895a822b254f.jpg,Crypto Casino 113,1
114,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/a52e01a84c888aa41e14adbd96f516b1.jpg,Crypto Casino 114,1
115,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/421f1320982d3ca6899ae014a64c93ba.jpg,Crypto Casino 115,1
116,999,Crypto Casino Very Rare NFT,https://github.com/codingLords,https://i.gyazo.com/d86e26ca5e770ffaadf4a718e6712870.png,Crypto Casino 116,1
